,Entity,Code,Year,Hydro (TWh growth – sub method),color
645,Chile,CHL,2003,-1.999,E
646,Chile,CHL,2004,-4.815,E
647,Chile,CHL,2005,12.030999999999999,B
648,Chile,CHL,2006,6.622999999999999,C
649,Chile,CHL,2007,-16.090999999999998,G
650,Chile,CHL,2008,4.73,D
651,Chile,CHL,2009,2.0,D
652,Chile,CHL,2010,-9.322000000000001,F
653,Chile,CHL,2011,-3.5839999999999996,E
654,Chile,CHL,2012,-1.218,E
655,Chile,CHL,2013,-0.965,E
656,Chile,CHL,2014,7.68,C
657,Chile,CHL,2015,1.109,D
658,Chile,CHL,2016,-10.238999999999999,G
659,Chile,CHL,2017,3.7960000000000003,D
660,Chile,CHL,2018,4.761,D
661,Chile,CHL,2019,-6.439,F
662,China,CHN,1966,1.08,D
663,China,CHN,1967,-8.618,F
664,China,CHN,1968,9.686,C
665,China,CHN,1969,1.08,D
666,China,CHN,1970,2.161,D
667,China,CHN,1971,13.995,B
668,China,CHN,1972,10.765999999999998,B
669,China,CHN,1973,10.765999999999998,B
670,China,CHN,1974,13.467,B
671,China,CHN,1975,5.377000000000001,C
672,China,CHN,1976,1.62,D
673,China,CHN,1977,5.388999999999999,C
674,China,CHN,1978,-8.078,F
675,China,CHN,1979,14.805,B
676,China,CHN,1980,26.848000000000003,A
677,China,CHN,1981,20.256,B
678,China,CHN,1982,24.724,B
679,China,CHN,1983,33.342,A
680,China,CHN,1984,1.105,D
681,China,CHN,1985,15.48,B
682,China,CHN,1986,6.002999999999999,C
683,China,CHN,1987,15.21,B
684,China,CHN,1988,25.399,A
685,China,CHN,1989,25.669,A
686,China,CHN,1990,23.153000000000002,B
687,China,CHN,1991,-5.707999999999999,F
688,China,CHN,1992,16.659000000000002,B
689,China,CHN,1993,58.778,A
690,China,CHN,1994,43.286,A
691,China,CHN,1995,64.308,A
692,China,CHN,1996,-7.25,F
693,China,CHN,1997,22.25,B
694,China,CHN,1998,8.083,C
695,China,CHN,1999,-6.417000000000001,F
696,China,CHN,2000,71.75,A
697,China,CHN,2001,147.829,A
698,China,CHN,2002,23.96,B
699,China,CHN,2003,-16.749000000000002,G
700,China,CHN,2004,184.2,A
701,China,CHN,2005,110.88,A
702,China,CHN,2006,96.911,A
703,China,CHN,2007,124.146,A
704,China,CHN,2008,392.434,A
705,China,CHN,2009,-66.301,H
706,China,CHN,2010,239.718,A
707,China,CHN,2011,-71.79,H
708,China,CHN,2012,439.305,A
709,China,CHN,2013,106.478,A
710,China,CHN,2014,367.994,A
711,China,CHN,2015,122.639,A
712,China,CHN,2016,80.77,A
713,China,CHN,2017,12.434000000000001,B
714,China,CHN,2018,67.027,A
715,China,CHN,2019,164.298,A
716,Colombia,COL,1966,1.092,D
717,Colombia,COL,1967,1.256,D
718,Colombia,COL,1968,1.3940000000000001,D
719,Colombia,COL,1969,1.5190000000000001,D
720,Colombia,COL,1970,1.7080000000000002,D
721,Colombia,COL,1971,1.03,D
722,Colombia,COL,1972,1.921,D
723,Colombia,COL,1973,1.745,D
724,Colombia,COL,1974,2.9130000000000003,D
725,Colombia,COL,1975,2.612,D
726,Colombia,COL,1976,1.3730000000000002,D
727,Colombia,COL,1977,0.626,D
728,Colombia,COL,1978,4.499,D
729,Colombia,COL,1979,3.3,D
730,Colombia,COL,1980,3.299,D
731,Colombia,COL,1981,-0.505,E
732,Colombia,COL,1982,2.7030000000000003,D
733,Colombia,COL,1983,0.353,D
734,Colombia,COL,1984,4.928999999999999,D
735,Colombia,COL,1985,3.613,D
736,Colombia,COL,1986,8.033999999999999,C
737,Colombia,COL,1987,5.318,C
738,Colombia,COL,1988,3.533,D
739,Colombia,COL,1989,6.285,C
740,Colombia,COL,1990,1.983,D
741,Colombia,COL,1991,0.64,D
742,Colombia,COL,1992,-15.126,G
743,Colombia,COL,1993,15.488,B
744,Colombia,COL,1994,11.672,B
745,Colombia,COL,1995,-0.192,E
746,Colombia,COL,1996,9.162,C
747,Colombia,COL,1997,-10.589,G
748,Colombia,COL,1998,-1.9280000000000002,E
749,Colombia,COL,1999,8.107999999999999,C
750,Colombia,COL,2000,-8.014,F
751,Colombia,COL,2001,1.699,D
752,Colombia,COL,2002,5.84,C
753,Colombia,COL,2003,5.419,C
754,Colombia,COL,2004,5.202000000000001,C
755,Colombia,COL,2005,1.74,D
756,Colombia,COL,2006,8.256,C
757,Colombia,COL,2007,3.762,D
758,Colombia,COL,2008,4.336,D
759,Colombia,COL,2009,-14.718,G
760,Colombia,COL,2010,-1.3869999999999998,E
761,Colombia,COL,2011,19.75,B
762,Colombia,COL,2012,-2.9389999999999996,E
763,Colombia,COL,2013,-8.98,F
764,Colombia,COL,2014,0.285,D
765,Colombia,COL,2015,-0.83,E
766,Colombia,COL,2016,4.627,D
767,Colombia,COL,2017,25.693,A
768,Colombia,COL,2018,-2.565,E
769,Colombia,COL,2019,-13.159,G
770,Croatia,HRV,1991,5.767,C
771,Croatia,HRV,1992,-4.256,E
772,Croatia,HRV,1993,0.5579999999999999,D
773,Croatia,HRV,1994,2.458,D
774,Croatia,HRV,1995,0.6890000000000001,D
775,Croatia,HRV,1996,6.056,C
776,Croatia,HRV,1997,-5.582999999999999,F
777,Croatia,HRV,1998,0.469,D
778,Croatia,HRV,1999,3.625,D
779,Croatia,HRV,2000,-2.428,E
780,Croatia,HRV,2001,1.893,D
781,Croatia,HRV,2002,-3.775,E
782,Croatia,HRV,2003,-1.1740000000000002,E
783,Croatia,HRV,2004,5.777,C
784,Croatia,HRV,2005,-1.72,E
785,Croatia,HRV,2006,-1.239,E
786,Croatia,HRV,2007,-5.202999999999999,F
787,Croatia,HRV,2008,2.7760000000000002,D
788,Croatia,HRV,2009,4.177,D
789,Croatia,HRV,2010,4.3580000000000005,D
790,Croatia,HRV,2011,-10.752,G
791,Croatia,HRV,2012,-0.584,E
792,Croatia,HRV,2013,9.615,C
793,Croatia,HRV,2014,0.848,D
794,Croatia,HRV,2015,-6.754,F
795,Croatia,HRV,2016,1.0659999999999998,D
796,Croatia,HRV,2017,-3.965,E
797,Croatia,HRV,2018,5.871,C
798,Croatia,HRV,2019,-4.676,E
799,Cyprus,CYP,1966,0.0,D
800,Cyprus,CYP,1967,0.0,D
801,Cyprus,CYP,1968,0.0,D
802,Cyprus,CYP,1969,0.0,D
803,Cyprus,CYP,1970,0.0,D
804,Cyprus,CYP,1971,0.0,D
805,Cyprus,CYP,1972,0.0,D
806,Cyprus,CYP,1973,0.0,D
807,Cyprus,CYP,1974,0.0,D
808,Cyprus,CYP,1975,0.0,D
809,Cyprus,CYP,1976,0.0,D
810,Cyprus,CYP,1977,0.0,D
811,Cyprus,CYP,1978,0.0,D
812,Cyprus,CYP,1979,0.0,D
813,Cyprus,CYP,1980,0.0,D
814,Cyprus,CYP,1981,0.0,D
815,Cyprus,CYP,1982,0.0,D
816,Cyprus,CYP,1983,0.0,D
817,Cyprus,CYP,1984,0.0,D
818,Cyprus,CYP,1985,0.0,D
819,Cyprus,CYP,1986,0.0,D
820,Cyprus,CYP,1987,0.0,D
821,Cyprus,CYP,1988,0.0,D
822,Cyprus,CYP,1989,0.0,D
823,Cyprus,CYP,1990,0.0,D
824,Cyprus,CYP,1991,0.0,D
825,Cyprus,CYP,1992,0.0,D
826,Cyprus,CYP,1993,0.0,D
827,Cyprus,CYP,1994,0.0,D
828,Cyprus,CYP,1995,0.0,D
829,Cyprus,CYP,1996,0.0,D
830,Cyprus,CYP,1997,0.0,D
831,Cyprus,CYP,1998,0.0,D
832,Cyprus,CYP,1999,0.0,D
833,Cyprus,CYP,2000,0.0,D
834,Cyprus,CYP,2001,0.0,D
835,Cyprus,CYP,2002,0.0,D
836,Cyprus,CYP,2003,0.0,D
837,Cyprus,CYP,2004,0.0,D
838,Cyprus,CYP,2005,0.0,D
839,Cyprus,CYP,2006,0.0,D
840,Cyprus,CYP,2007,0.0,D
841,Cyprus,CYP,2008,0.0,D
842,Cyprus,CYP,2009,0.0,D
843,Cyprus,CYP,2010,0.0,D
844,Cyprus,CYP,2011,0.0,D
845,Cyprus,CYP,2012,0.0,D
846,Cyprus,CYP,2013,0.0,D
847,Cyprus,CYP,2014,0.0,D
848,Cyprus,CYP,2015,0.0,D
849,Cyprus,CYP,2016,0.0,D
850,Cyprus,CYP,2017,0.0,D
851,Cyprus,CYP,2018,0.0,D
852,Cyprus,CYP,2019,0.0,D
853,Czechia,CZE,1966,-0.35600000000000004,E
854,Czechia,CZE,1967,-0.5770000000000001,E
855,Czechia,CZE,1968,-1.1909999999999998,E
856,Czechia,CZE,1969,-0.7490000000000001,E
857,Czechia,CZE,1970,1.4240000000000002,D
858,Czechia,CZE,1971,-1.395,E
859,Czechia,CZE,1972,0.156,D
860,Czechia,CZE,1973,-0.508,E
861,Czechia,CZE,1974,2.05,D
862,Czechia,CZE,1975,-0.013999999999999999,E
863,Czechia,CZE,1976,-1.022,E
864,Czechia,CZE,1977,1.4469999999999998,D
865,Czechia,CZE,1978,-0.381,E
866,Czechia,CZE,1979,1.286,D
867,Czechia,CZE,1980,0.294,D
868,Czechia,CZE,1981,-0.9390000000000001,E
869,Czechia,CZE,1982,-1.0859999999999999,E
870,Czechia,CZE,1983,-0.042,E
871,Czechia,CZE,1984,-0.992,E
872,Czechia,CZE,1985,1.036,D
873,Czechia,CZE,1986,0.569,D
874,Czechia,CZE,1987,1.636,D
875,Czechia,CZE,1988,-1.0170000000000001,E
876,Czechia,CZE,1989,-1.2670000000000001,E
877,Czechia,CZE,1990,-1.339,E
878,Czechia,CZE,1991,-0.2,E
879,Czechia,CZE,1992,0.8690000000000001,D
880,Czechia,CZE,1993,-0.092,E
881,Czechia,CZE,1994,0.253,D
882,Czechia,CZE,1995,1.506,D
883,Czechia,CZE,1996,-0.092,E
884,Czechia,CZE,1997,-0.75,E
885,Czechia,CZE,1998,-0.8420000000000001,E
886,Czechia,CZE,1999,0.792,D
887,Czechia,CZE,2000,0.214,D
888,Czechia,CZE,2001,0.785,D
889,Czechia,CZE,2002,1.1640000000000001,D
890,Czechia,CZE,2003,-3.065,E
891,Czechia,CZE,2004,1.6980000000000002,D
892,Czechia,CZE,2005,0.9359999999999999,D
893,Czechia,CZE,2006,0.41600000000000004,D
894,Czechia,CZE,2007,-1.295,E
895,Czechia,CZE,2008,-0.18,E
896,Czechia,CZE,2009,1.03,D
897,Czechia,CZE,2010,0.899,D
898,Czechia,CZE,2011,-1.743,E
899,Czechia,CZE,2012,0.217,D
900,Czechia,CZE,2013,1.565,D
901,Czechia,CZE,2014,-2.454,E
902,Czechia,CZE,2015,-0.318,E
903,Czechia,CZE,2016,0.49,D
904,Czechia,CZE,2017,-0.35700000000000004,E
905,Czechia,CZE,2018,-0.626,E
906,Czechia,CZE,2019,0.922,D
907,Denmark,DNK,1966,0.003,D
908,Denmark,DNK,1967,-0.003,E
909,Denmark,DNK,1968,-0.011000000000000001,E
910,Denmark,DNK,1969,0.003,D
911,Denmark,DNK,1970,0.006,D
912,Denmark,DNK,1971,0.0,D
913,Denmark,DNK,1972,0.0,D
914,Denmark,DNK,1973,0.0,D
915,Denmark,DNK,1974,0.0,D
916,Denmark,DNK,1975,-0.008,E
917,Denmark,DNK,1976,-0.006,E
918,Denmark,DNK,1977,0.019,D
919,Denmark,DNK,1978,0.003,D
920,Denmark,DNK,1979,0.006,D
921,Denmark,DNK,1980,0.013999999999999999,D
922,Denmark,DNK,1981,0.004,D
923,Denmark,DNK,1982,-0.013999999999999999,E
924,Denmark,DNK,1983,0.009000000000000001,D
925,Denmark,DNK,1984,-0.009000000000000001,E
926,Denmark,DNK,1985,-0.001,E
927,Denmark,DNK,1986,-0.003,E
928,Denmark,DNK,1987,0.002,D
929,Denmark,DNK,1988,0.009000000000000001,D
930,Denmark,DNK,1989,-0.027999999999999997,E
931,Denmark,DNK,1990,0.013999999999999999,D
932,Denmark,DNK,1991,-0.006999999999999999,E
933,Denmark,DNK,1992,0.006,D
934,Denmark,DNK,1993,-0.001,E
935,Denmark,DNK,1994,0.013999999999999999,D
936,Denmark,DNK,1995,-0.006,E
937,Denmark,DNK,1996,-0.031,E
938,Denmark,DNK,1997,0.0,D
939,Denmark,DNK,1998,0.023,D
940,Denmark,DNK,1999,0.009000000000000001,D
941,Denmark,DNK,2000,-0.001,E
942,Denmark,DNK,2001,-0.008,E
943,Denmark,DNK,2002,0.011000000000000001,D
944,Denmark,DNK,2003,-0.028999999999999998,E
945,Denmark,DNK,2004,0.013999999999999999,D
946,Denmark,DNK,2005,-0.011000000000000001,E
947,Denmark,DNK,2006,0.002,D
948,Denmark,DNK,2007,0.012,D
949,Denmark,DNK,2008,-0.006999999999999999,E
950,Denmark,DNK,2009,-0.019,E
951,Denmark,DNK,2010,0.004,D
952,Denmark,DNK,2011,-0.01,E
953,Denmark,DNK,2012,0.001,D
954,Denmark,DNK,2013,-0.011000000000000001,E
955,Denmark,DNK,2014,0.004,D
956,Denmark,DNK,2015,0.006999999999999999,D
957,Denmark,DNK,2016,0.003,D
958,Denmark,DNK,2017,-0.004,E
959,Denmark,DNK,2018,-0.008,E
960,Denmark,DNK,2019,0.005,D
961,Ecuador,ECU,1966,0.1,D
962,Ecuador,ECU,1967,0.081,D
963,Ecuador,ECU,1968,0.039,D
964,Ecuador,ECU,1969,0.1,D
965,Ecuador,ECU,1970,0.114,D
966,Ecuador,ECU,1971,0.09699999999999999,D
967,Ecuador,ECU,1972,0.013999999999999999,D
968,Ecuador,ECU,1973,-0.027999999999999997,E
969,Ecuador,ECU,1974,0.18100000000000002,D
970,Ecuador,ECU,1975,0.35600000000000004,D
971,Ecuador,ECU,1976,-0.064,E
972,Ecuador,ECU,1977,-0.131,E
973,Ecuador,ECU,1978,0.647,D
974,Ecuador,ECU,1979,-0.228,E
975,Ecuador,ECU,1980,0.45299999999999996,D
976,Ecuador,ECU,1981,-0.258,E
977,Ecuador,ECU,1982,0.322,D
978,Ecuador,ECU,1983,2.294,D
979,Ecuador,ECU,1984,4.2,D
980,Ecuador,ECU,1985,0.128,D
981,Ecuador,ECU,1986,2.036,D
982,Ecuador,ECU,1987,1.55,D
983,Ecuador,ECU,1988,0.711,D
984,Ecuador,ECU,1989,0.35600000000000004,D
985,Ecuador,ECU,1990,0.091,D
986,Ecuador,ECU,1991,0.248,D
987,Ecuador,ECU,1992,-0.284,E
988,Ecuador,ECU,1993,2.324,D
989,Ecuador,ECU,1994,2.0980000000000003,D
990,Ecuador,ECU,1995,-3.9019999999999997,E
991,Ecuador,ECU,1996,3.286,D
992,Ecuador,ECU,1997,0.53,D
993,Ecuador,ECU,1998,-0.078,E
994,Ecuador,ECU,1999,1.8630000000000002,D
995,Ecuador,ECU,2000,1.207,D
996,Ecuador,ECU,2001,-1.629,E
997,Ecuador,ECU,2002,1.1179999999999999,D
998,Ecuador,ECU,2003,-1.069,E
999,Ecuador,ECU,2004,0.501,D
1000,Ecuador,ECU,2005,-1.55,E
1001,Ecuador,ECU,2006,0.5429999999999999,D
1002,Ecuador,ECU,2007,4.949,D
1003,Ecuador,ECU,2008,5.805,C
1004,Ecuador,ECU,2009,-5.609,F
1005,Ecuador,ECU,2010,-1.6840000000000002,E
1006,Ecuador,ECU,2011,6.332999999999999,C
1007,Ecuador,ECU,2012,2.67,D
1008,Ecuador,ECU,2013,-3.259,E
1009,Ecuador,ECU,2014,0.897,D
1010,Ecuador,ECU,2015,3.971,D
1011,Ecuador,ECU,2016,6.688,C
1012,Ecuador,ECU,2017,10.402999999999999,B
1013,Ecuador,ECU,2018,1.171,D
1014,Ecuador,ECU,2019,9.681000000000001,C
1015,Egypt,EGY,1966,0.258,D
1016,Egypt,EGY,1967,0.39299999999999996,D
1017,Egypt,EGY,1968,2.873,D
1018,Egypt,EGY,1969,2.75,D
1019,Egypt,EGY,1970,1.94,D
1020,Egypt,EGY,1971,0.9940000000000001,D
1021,Egypt,EGY,1972,0.319,D
1022,Egypt,EGY,1973,-0.025,E
1023,Egypt,EGY,1974,2.676,D
1024,Egypt,EGY,1975,1.8780000000000001,D
1025,Egypt,EGY,1976,3.364,D
1026,Egypt,EGY,1977,2.873,D
1027,Egypt,EGY,1978,2.48,D
1028,Egypt,EGY,1979,-0.8959999999999999,E
1029,Egypt,EGY,1980,0.54,D
1030,Egypt,EGY,1981,1.1420000000000001,D
1031,Egypt,EGY,1982,0.773,D
1032,Egypt,EGY,1983,-1.8780000000000001,E
1033,Egypt,EGY,1984,-0.516,E
1034,Egypt,EGY,1985,-1.339,E
1035,Egypt,EGY,1986,-0.489,E
1036,Egypt,EGY,1987,-0.006999999999999999,E
1037,Egypt,EGY,1988,-0.39,E
1038,Egypt,EGY,1989,1.828,D
1039,Egypt,EGY,1990,1.294,D
1040,Egypt,EGY,1991,-0.10300000000000001,E
1041,Egypt,EGY,1992,-0.322,E
1042,Egypt,EGY,1993,0.813,D
1043,Egypt,EGY,1994,1.765,D
1044,Egypt,EGY,1995,1.2890000000000001,D
1045,Egypt,EGY,1996,0.8109999999999999,D
1046,Egypt,EGY,1997,0.797,D
1047,Egypt,EGY,1998,0.9259999999999999,D
1048,Egypt,EGY,1999,3.7110000000000003,D
1049,Egypt,EGY,2000,2.049,D
1050,Egypt,EGY,2001,0.39399999999999996,D
1051,Egypt,EGY,2002,-1.406,E
1052,Egypt,EGY,2003,-3.122,E
1053,Egypt,EGY,2004,-0.516,E
1054,Egypt,EGY,2005,-0.7240000000000001,E
1055,Egypt,EGY,2006,0.162,D
1056,Egypt,EGY,2007,3.593,D
1057,Egypt,EGY,2008,2.084,D
1058,Egypt,EGY,2009,-3.718,E
1059,Egypt,EGY,2010,-2.354,E
1060,Egypt,EGY,2011,-0.114,E
1061,Egypt,EGY,2012,-0.107,E
1062,Egypt,EGY,2013,0.33299999999999996,D
1063,Egypt,EGY,2014,0.6890000000000001,D
1064,Egypt,EGY,2015,0.038,D
1065,Egypt,EGY,2016,-0.66,E
1066,Egypt,EGY,2017,-1.153,E
1067,Egypt,EGY,2018,0.415,D
1068,Egypt,EGY,2019,-0.059000000000000004,E
1069,Estonia,EST,1986,0.0,D
1070,Estonia,EST,1987,0.0,D
1071,Estonia,EST,1988,0.0,D
1072,Estonia,EST,1989,0.0,D
1073,Estonia,EST,1990,0.0,D
1074,Estonia,EST,1991,0.0,D
1075,Estonia,EST,1992,0.0,D
1076,Estonia,EST,1993,0.0,D
1077,Estonia,EST,1994,0.0,D
1078,Estonia,EST,1995,0.0,D
1079,Estonia,EST,1996,0.0,D
1080,Estonia,EST,1997,0.0,D
1081,Estonia,EST,1998,0.0,D
1082,Estonia,EST,1999,0.011000000000000001,D
1083,Estonia,EST,2000,0.003,D
1084,Estonia,EST,2001,0.005,D
1085,Estonia,EST,2002,-0.003,E
1086,Estonia,EST,2003,0.019,D
1087,Estonia,EST,2004,0.024,D
1088,Estonia,EST,2005,0.0,D
1089,Estonia,EST,2006,-0.022000000000000002,E
1090,Estonia,EST,2007,0.021,D
1091,Estonia,EST,2008,0.015,D
1092,Estonia,EST,2009,0.01,D
1093,Estonia,EST,2010,-0.013999999999999999,E
1094,Estonia,EST,2011,0.006999999999999999,D
1095,Estonia,EST,2012,0.03,D
1096,Estonia,EST,2013,-0.042,E
1097,Estonia,EST,2014,0.001,D
1098,Estonia,EST,2015,0.0,D
1099,Estonia,EST,2016,0.02,D
1100,Estonia,EST,2017,-0.023,E
1101,Estonia,EST,2018,-0.027999999999999997,E
1102,Estonia,EST,2019,0.002,D
1103,Europe,,1966,62.152,A
1104,Europe,,1967,-0.298,E
1105,Europe,,1968,32.705,A
1106,Europe,,1969,-14.613,G
1107,Europe,,1970,41.95,A
1108,Europe,,1971,9.681000000000001,C
1109,Europe,,1972,39.638000000000005,A
1110,Europe,,1973,15.222000000000001,B
1111,Europe,,1974,83.274,A
1112,Europe,,1975,22.831999999999997,B
1113,Europe,,1976,-85.211,H
1114,Europe,,1977,220.658,A
1115,Europe,,1978,-2.064,E
1116,Europe,,1979,65.61399999999999,A
1117,Europe,,1980,-39.953,H
1118,Europe,,1981,15.747,B
1119,Europe,,1982,-11.46,G
1120,Europe,,1983,38.378,A
1121,Europe,,1984,14.077,B
1122,Europe,,1985,49.446999999999996,A
1123,Europe,,1986,-46.948,H
1124,Europe,,1987,120.59,A
1125,Europe,,1988,105.454,A
1126,Europe,,1989,-204.62,H
1127,Europe,,1990,24.031,B
1128,Europe,,1991,29.541,A
1129,Europe,,1992,46.013999999999996,A
1130,Europe,,1993,57.806000000000004,A
1131,Europe,,1994,18.694000000000003,B
1132,Europe,,1995,21.37,B
1133,Europe,,1996,-46.677,H
1134,Europe,,1997,54.424,A
1135,Europe,,1998,72.848,A
1136,Europe,,1999,11.88,B
1137,Europe,,2000,54.119,A
1138,Europe,,2001,-26.658,H
1139,Europe,,2002,-142.78,H
1140,Europe,,2003,-103.559,H
1141,Europe,,2004,100.67399999999999,A
1142,Europe,,2005,-5.54,F
1143,Europe,,2006,-35.911,H
1144,Europe,,2007,-3.929,E
1145,Europe,,2008,67.432,A
1146,Europe,,2009,-18.29,G
1147,Europe,,2010,147.094,A
1148,Europe,,2011,-218.041,H
1149,Europe,,2012,135.701,A
1150,Europe,,2013,82.025,A
1151,Europe,,2014,-54.875,H
1152,Europe,,2015,-30.4,H
1153,Europe,,2016,29.549,A
1154,Europe,,2017,-176.278,H
1155,Europe,,2018,141.76,A
1156,Europe,,2019,-37.403,H
1157,Finland,FIN,1966,2.8539999999999996,D
1158,Finland,FIN,1967,3.468,D
1159,Finland,FIN,1968,-3.168,E
1160,Finland,FIN,1969,-4.843,E
1161,Finland,FIN,1970,2.1630000000000003,D
1162,Finland,FIN,1971,3.213,D
1163,Finland,FIN,1972,-0.836,E
1164,Finland,FIN,1973,0.556,D
1165,Finland,FIN,1974,5.898,C
1166,Finland,FIN,1975,-1.3719999999999999,E
1167,Finland,FIN,1976,-7.5760000000000005,F
1168,Finland,FIN,1977,7.5,C
1169,Finland,FIN,1978,-6.619,F
1170,Finland,FIN,1979,2.977,D
1171,Finland,FIN,1980,-1.815,E
1172,Finland,FIN,1981,9.548,C
1173,Finland,FIN,1982,-1.571,E
1174,Finland,FIN,1983,1.3659999999999999,D
1175,Finland,FIN,1984,-0.9259999999999999,E
1176,Finland,FIN,1985,-2.536,E
1177,Finland,FIN,1986,0.154,D
1178,Finland,FIN,1987,3.906,D
1179,Finland,FIN,1988,-1.204,E
1180,Finland,FIN,1989,-0.9229999999999999,E
1181,Finland,FIN,1990,-6.027,F
1182,Finland,FIN,1991,6.492999999999999,C
1183,Finland,FIN,1992,5.306,C
1184,Finland,FIN,1993,-4.54,E
1185,Finland,FIN,1994,-4.705,E
1186,Finland,FIN,1995,3.159,D
1187,Finland,FIN,1996,-3.042,E
1188,Finland,FIN,1997,0.256,D
1189,Finland,FIN,1998,8.366,C
1190,Finland,FIN,1999,-6.257000000000001,F
1191,Finland,FIN,2000,5.348,C
1192,Finland,FIN,2001,-4.263,E
1193,Finland,FIN,2002,-6.867000000000001,F
1194,Finland,FIN,2003,-3.403,E
1195,Finland,FIN,2004,14.627,B
1196,Finland,FIN,2005,-4.1610000000000005,E
1197,Finland,FIN,2006,-5.94,F
1198,Finland,FIN,2007,6.992999999999999,C
1199,Finland,FIN,2008,7.55,C
1200,Finland,FIN,2009,-11.77,G
1201,Finland,FIN,2010,0.243,D
1202,Finland,FIN,2011,-1.421,E
1203,Finland,FIN,2012,11.222999999999999,B
1204,Finland,FIN,2013,-10.591,G
1205,Finland,FIN,2014,1.263,D
1206,Finland,FIN,2015,8.342,C
1207,Finland,FIN,2016,-2.6639999999999997,E
1208,Finland,FIN,2017,-2.819,E
1209,Finland,FIN,2018,-4.243,E
1210,Finland,FIN,2019,-2.228,E
1211,France,FRA,1966,14.798,B
1212,France,FRA,1967,-18.974,G
1213,France,FRA,1968,14.014000000000001,B
1214,France,FRA,1969,6.999,C
1215,France,FRA,1970,10.387,B
1216,France,FRA,1971,-21.735,G
1217,France,FRA,1972,-0.07,E
1218,France,FRA,1973,-3.153,E
1219,France,FRA,1974,23.706,B
1220,France,FRA,1975,10.770999999999999,B
1221,France,FRA,1976,-32.065,H
1222,France,FRA,1977,77.107,A
1223,France,FRA,1978,-22.12,G
1224,France,FRA,1979,-5.391,F
1225,France,FRA,1980,8.632,C
1226,France,FRA,1981,7.412000000000001,C
1227,France,FRA,1982,-4.501,E
1228,France,FRA,1983,-3.1439999999999997,E
1229,France,FRA,1984,-10.425,G
1230,France,FRA,1985,-8.991,F
1231,France,FRA,1986,1.5490000000000002,D
1232,France,FRA,1987,22.435,B
1233,France,FRA,1988,16.749000000000002,B
1234,France,FRA,1989,-84.09700000000001,H
1235,France,FRA,1990,19.51,B
1236,France,FRA,1991,10.378,B
1237,France,FRA,1992,31.539,A
1238,France,FRA,1993,-11.280999999999999,G
1239,France,FRA,1994,38.608000000000004,A
1240,France,FRA,1995,-15.764000000000001,G
1241,France,FRA,1996,-19.653,G
1242,France,FRA,1997,-6.332999999999999,F
1243,France,FRA,1998,-4.6419999999999995,E
1244,France,FRA,1999,28.947,A
1245,France,FRA,2000,-17.086,G
1246,France,FRA,2001,20.619,B
1247,France,FRA,2002,-39.356,H
1248,France,FRA,2003,-5.023,F
1249,France,FRA,2004,0.634,D
1250,France,FRA,2005,-22.741,G
1251,France,FRA,2006,12.020999999999999,B
1252,France,FRA,2007,2.515,D
1253,France,FRA,2008,15.02,B
1254,France,FRA,2009,-18.509,G
1255,France,FRA,2010,13.997,B
1256,France,FRA,2011,-47.443999999999996,H
1257,France,FRA,2012,35.035,A
1258,France,FRA,2013,29.941,A
1259,France,FRA,2014,-21.153000000000002,G
1260,France,FRA,2015,-22.166,G
1261,France,FRA,2016,13.265,B
1262,France,FRA,2017,-27.941999999999997,H
1263,France,FRA,2018,35.836,A
1264,France,FRA,2019,-13.985,G
1265,Germany,DEU,1966,3.6719999999999997,D
1266,Germany,DEU,1967,-2.449,E
1267,Germany,DEU,1968,0.685,D
1268,Germany,DEU,1969,-8.849,F
1269,Germany,DEU,1970,10.612,B
1270,Germany,DEU,1971,-11.329,G
1271,Germany,DEU,1972,-0.6920000000000001,E
1272,Germany,DEU,1973,5.621,C
1273,Germany,DEU,1974,6.691,C
1274,Germany,DEU,1975,-1.608,E
1275,Germany,DEU,1976,-8.923,F
1276,Germany,DEU,1977,10.376,B
1277,Germany,DEU,1978,2.167,D
1278,Germany,DEU,1979,0.06,D
1279,Germany,DEU,1980,1.9040000000000001,D
1280,Germany,DEU,1981,2.349,D
1281,Germany,DEU,1982,-0.491,E
1282,Germany,DEU,1983,-2.85,E
1283,Germany,DEU,1984,-0.647,E
1284,Germany,DEU,1985,-2.9960000000000004,E
1285,Germany,DEU,1986,3.2539999999999996,D
1286,Germany,DEU,1987,4.919,D
1287,Germany,DEU,1988,-0.732,E
1288,Germany,DEU,1989,-5.099,F
1289,Germany,DEU,1990,-2.524,E
1290,Germany,DEU,1991,-4.125,E
1291,Germany,DEU,1992,7.736000000000001,C
1292,Germany,DEU,1993,0.903,D
1293,Germany,DEU,1994,3.431,D
1294,Germany,DEU,1995,3.781,D
1295,Germany,DEU,1996,-7.606,F
1296,Germany,DEU,1997,0.37200000000000005,D
1297,Germany,DEU,1998,0.139,D
1298,Germany,DEU,1999,4.678,D
1299,Germany,DEU,2000,11.613,B
1300,Germany,DEU,2001,-4.935,E
1301,Germany,DEU,2002,0.74,D
1302,Germany,DEU,2003,-16.598,G
1303,Germany,DEU,2004,6.119,C
1304,Germany,DEU,2005,-1.574,E
1305,Germany,DEU,2006,0.655,D
1306,Germany,DEU,2007,2.748,D
1307,Germany,DEU,2008,-2.266,E
1308,Germany,DEU,2009,-4.037,E
1309,Germany,DEU,2010,4.705,D
