,Entity,Code,Year,Hydro (TWh growth – sub method),color
1310,Germany,DEU,2011,-8.835,F
1311,Germany,DEU,2012,11.100999999999999,B
1312,Germany,DEU,2013,1.982,D
1313,Germany,DEU,2014,-9.033,F
1314,Germany,DEU,2015,-1.84,E
1315,Germany,DEU,2016,3.662,D
1316,Germany,DEU,2017,-1.295,E
1317,Germany,DEU,2018,-5.7,F
1318,Germany,DEU,2019,5.3260000000000005,C
1319,Greece,GRC,1966,2.5810000000000004,D
1320,Greece,GRC,1967,-0.19399999999999998,E
1321,Greece,GRC,1968,-0.8109999999999999,E
1322,Greece,GRC,1969,1.9080000000000001,D
1323,Greece,GRC,1970,1.614,D
1324,Greece,GRC,1971,0.044000000000000004,D
1325,Greece,GRC,1972,0.069,D
1326,Greece,GRC,1973,-1.261,E
1327,Greece,GRC,1974,0.344,D
1328,Greece,GRC,1975,-0.922,E
1329,Greece,GRC,1976,-0.37799999999999995,E
1330,Greece,GRC,1977,0.11900000000000001,D
1331,Greece,GRC,1978,2.9610000000000003,D
1332,Greece,GRC,1979,1.6059999999999999,D
1333,Greece,GRC,1980,-0.447,E
1334,Greece,GRC,1981,0.006,D
1335,Greece,GRC,1982,0.428,D
1336,Greece,GRC,1983,-3.392,E
1337,Greece,GRC,1984,1.45,D
1338,Greece,GRC,1985,-0.158,E
1339,Greece,GRC,1986,1.194,D
1340,Greece,GRC,1987,-1.264,E
1341,Greece,GRC,1988,-1.15,E
1342,Greece,GRC,1989,-1.294,E
1343,Greece,GRC,1990,-0.364,E
1344,Greece,GRC,1991,3.694,D
1345,Greece,GRC,1992,-2.489,E
1346,Greece,GRC,1993,0.21899999999999997,D
1347,Greece,GRC,1994,0.8809999999999999,D
1348,Greece,GRC,1995,2.583,D
1349,Greece,GRC,1996,2.275,D
1350,Greece,GRC,1997,-1.294,E
1351,Greece,GRC,1998,-0.45799999999999996,E
1352,Greece,GRC,1999,2.431,D
1353,Greece,GRC,2000,-2.497,E
1354,Greece,GRC,2001,-4.471,E
1355,Greece,GRC,2002,1.89,D
1356,Greece,GRC,2003,5.307,C
1357,Greece,GRC,2004,-0.337,E
1358,Greece,GRC,2005,0.848,D
1359,Greece,GRC,2006,2.182,D
1360,Greece,GRC,2007,-8.795,F
1361,Greece,GRC,2008,1.861,D
1362,Greece,GRC,2009,5.356,C
1363,Greece,GRC,2010,5.352,C
1364,Greece,GRC,2011,-9.057,F
1365,Greece,GRC,2012,0.9470000000000001,D
1366,Greece,GRC,2013,4.906000000000001,D
1367,Greece,GRC,2014,-4.856,E
1368,Greece,GRC,2015,4.035,D
1369,Greece,GRC,2016,-1.4869999999999999,E
1370,Greece,GRC,2017,-4.033,E
1371,Greece,GRC,2018,4.368,D
1372,Greece,GRC,2019,-4.356,E
1373,Hong Kong,HKG,1966,0.0,D
1374,Hong Kong,HKG,1967,0.0,D
1375,Hong Kong,HKG,1968,0.0,D
1376,Hong Kong,HKG,1969,0.0,D
1377,Hong Kong,HKG,1970,0.0,D
1378,Hong Kong,HKG,1971,0.0,D
1379,Hong Kong,HKG,1972,0.0,D
1380,Hong Kong,HKG,1973,0.0,D
1381,Hong Kong,HKG,1974,0.0,D
1382,Hong Kong,HKG,1975,0.0,D
1383,Hong Kong,HKG,1976,0.0,D
1384,Hong Kong,HKG,1977,0.0,D
1385,Hong Kong,HKG,1978,0.0,D
1386,Hong Kong,HKG,1979,0.0,D
1387,Hong Kong,HKG,1980,0.0,D
1388,Hong Kong,HKG,1981,0.0,D
1389,Hong Kong,HKG,1982,0.0,D
1390,Hong Kong,HKG,1983,0.0,D
1391,Hong Kong,HKG,1984,0.0,D
1392,Hong Kong,HKG,1985,0.0,D
1393,Hong Kong,HKG,1986,0.0,D
1394,Hong Kong,HKG,1987,0.0,D
1395,Hong Kong,HKG,1988,0.0,D
1396,Hong Kong,HKG,1989,0.0,D
1397,Hong Kong,HKG,1990,0.0,D
1398,Hong Kong,HKG,1991,0.0,D
1399,Hong Kong,HKG,1992,0.0,D
1400,Hong Kong,HKG,1993,0.0,D
1401,Hong Kong,HKG,1994,0.0,D
1402,Hong Kong,HKG,1995,0.0,D
1403,Hong Kong,HKG,1996,0.0,D
1404,Hong Kong,HKG,1997,0.0,D
1405,Hong Kong,HKG,1998,0.0,D
1406,Hong Kong,HKG,1999,0.0,D
1407,Hong Kong,HKG,2000,0.0,D
1408,Hong Kong,HKG,2001,0.0,D
1409,Hong Kong,HKG,2002,0.0,D
1410,Hong Kong,HKG,2003,0.0,D
1411,Hong Kong,HKG,2004,0.0,D
1412,Hong Kong,HKG,2005,0.0,D
1413,Hong Kong,HKG,2006,0.0,D
1414,Hong Kong,HKG,2007,0.0,D
1415,Hong Kong,HKG,2008,0.0,D
1416,Hong Kong,HKG,2009,0.0,D
1417,Hong Kong,HKG,2010,0.0,D
1418,Hong Kong,HKG,2011,0.0,D
1419,Hong Kong,HKG,2012,0.0,D
1420,Hong Kong,HKG,2013,0.0,D
1421,Hong Kong,HKG,2014,0.0,D
1422,Hong Kong,HKG,2015,0.0,D
1423,Hong Kong,HKG,2016,0.0,D
1424,Hong Kong,HKG,2017,0.0,D
1425,Hong Kong,HKG,2018,0.0,D
1426,Hong Kong,HKG,2019,0.0,D
1427,Hungary,HUN,1966,0.069,D
1428,Hungary,HUN,1967,-0.05,E
1429,Hungary,HUN,1968,0.019,D
1430,Hungary,HUN,1969,0.017,D
1431,Hungary,HUN,1970,-0.019,E
1432,Hungary,HUN,1971,0.022000000000000002,D
1433,Hungary,HUN,1972,0.039,D
1434,Hungary,HUN,1973,-0.025,E
1435,Hungary,HUN,1974,-0.055999999999999994,E
1436,Hungary,HUN,1975,0.228,D
1437,Hungary,HUN,1976,0.006,D
1438,Hungary,HUN,1977,-0.044000000000000004,E
1439,Hungary,HUN,1978,-0.031,E
1440,Hungary,HUN,1979,0.022000000000000002,D
1441,Hungary,HUN,1980,-0.094,E
1442,Hungary,HUN,1981,0.156,D
1443,Hungary,HUN,1982,-0.025,E
1444,Hungary,HUN,1983,-0.011000000000000001,E
1445,Hungary,HUN,1984,0.07200000000000001,D
1446,Hungary,HUN,1985,-0.07200000000000001,E
1447,Hungary,HUN,1986,-0.003,E
1448,Hungary,HUN,1987,0.042,D
1449,Hungary,HUN,1988,0.0,D
1450,Hungary,HUN,1989,-0.031,E
1451,Hungary,HUN,1990,0.055999999999999994,D
1452,Hungary,HUN,1991,0.044000000000000004,D
1453,Hungary,HUN,1992,-0.1,E
1454,Hungary,HUN,1993,0.022000000000000002,D
1455,Hungary,HUN,1994,-0.013999999999999999,E
1456,Hungary,HUN,1995,0.006,D
1457,Hungary,HUN,1996,0.122,D
1458,Hungary,HUN,1997,0.025,D
1459,Hungary,HUN,1998,-0.16899999999999998,E
1460,Hungary,HUN,1999,0.07200000000000001,D
1461,Hungary,HUN,2000,-0.008,E
1462,Hungary,HUN,2001,0.019,D
1463,Hungary,HUN,2002,0.019,D
1464,Hungary,HUN,2003,-0.066,E
1465,Hungary,HUN,2004,0.08900000000000001,D
1466,Hungary,HUN,2005,-0.012,E
1467,Hungary,HUN,2006,-0.046,E
1468,Hungary,HUN,2007,0.061,D
1469,Hungary,HUN,2008,0.004,D
1470,Hungary,HUN,2009,0.036000000000000004,D
1471,Hungary,HUN,2010,-0.10800000000000001,E
1472,Hungary,HUN,2011,0.085,D
1473,Hungary,HUN,2012,-0.027000000000000003,E
1474,Hungary,HUN,2013,-0.003,E
1475,Hungary,HUN,2014,0.221,D
1476,Hungary,HUN,2015,-0.174,E
1477,Hungary,HUN,2016,0.059000000000000004,D
1478,Hungary,HUN,2017,-0.10099999999999999,E
1479,Hungary,HUN,2018,0.002,D
1480,Hungary,HUN,2019,-0.006999999999999999,E
1481,Iceland,ISL,1966,-0.047,E
1482,Iceland,ISL,1967,0.113,D
1483,Iceland,ISL,1968,0.062,D
1484,Iceland,ISL,1969,0.48100000000000004,D
1485,Iceland,ISL,1970,1.536,D
1486,Iceland,ISL,1971,0.35200000000000004,D
1487,Iceland,ISL,1972,0.45299999999999996,D
1488,Iceland,ISL,1973,1.329,D
1489,Iceland,ISL,1974,0.214,D
1490,Iceland,ISL,1975,-0.146,E
1491,Iceland,ISL,1976,0.4,D
1492,Iceland,ISL,1977,0.473,D
1493,Iceland,ISL,1978,0.237,D
1494,Iceland,ISL,1979,0.595,D
1495,Iceland,ISL,1980,0.65,D
1496,Iceland,ISL,1981,0.087,D
1497,Iceland,ISL,1982,0.8959999999999999,D
1498,Iceland,ISL,1983,0.502,D
1499,Iceland,ISL,1984,0.41700000000000004,D
1500,Iceland,ISL,1985,-0.20800000000000002,E
1501,Iceland,ISL,1986,0.49700000000000005,D
1502,Iceland,ISL,1987,0.201,D
1503,Iceland,ISL,1988,0.6940000000000001,D
1504,Iceland,ISL,1989,0.13699999999999998,D
1505,Iceland,ISL,1990,-0.165,E
1506,Iceland,ISL,1991,0.0,D
1507,Iceland,ISL,1992,0.418,D
1508,Iceland,ISL,1993,0.435,D
1509,Iceland,ISL,1994,0.134,D
1510,Iceland,ISL,1995,0.466,D
1511,Iceland,ISL,1996,0.23600000000000002,D
1512,Iceland,ISL,1997,1.219,D
1513,Iceland,ISL,1998,1.151,D
1514,Iceland,ISL,1999,1.1840000000000002,D
1515,Iceland,ISL,2000,0.857,D
1516,Iceland,ISL,2001,0.498,D
1517,Iceland,ISL,2002,0.975,D
1518,Iceland,ISL,2003,0.182,D
1519,Iceland,ISL,2004,0.011000000000000001,D
1520,Iceland,ISL,2005,-0.436,E
1521,Iceland,ISL,2006,0.613,D
1522,Iceland,ISL,2007,2.813,D
1523,Iceland,ISL,2008,10.509,B
1524,Iceland,ISL,2009,-0.591,E
1525,Iceland,ISL,2010,0.618,D
1526,Iceland,ISL,2011,-0.42100000000000004,E
1527,Iceland,ISL,2012,-0.635,E
1528,Iceland,ISL,2013,1.156,D
1529,Iceland,ISL,2014,-0.171,E
1530,Iceland,ISL,2015,2.101,D
1531,Iceland,ISL,2016,-0.9890000000000001,E
1532,Iceland,ISL,2017,1.274,D
1533,Iceland,ISL,2018,-0.8170000000000001,E
1534,Iceland,ISL,2019,-1.005,E
1535,India,IND,1966,2.3569999999999998,D
1536,India,IND,1967,6.617000000000001,C
1537,India,IND,1968,9.588,C
1538,India,IND,1969,7.917999999999999,C
1539,India,IND,1970,4.825,D
1540,India,IND,1971,8.187999999999999,C
1541,India,IND,1972,-2.725,E
1542,India,IND,1973,5.843,C
1543,India,IND,1974,-3.6210000000000004,E
1544,India,IND,1975,17.96,B
1545,India,IND,1976,5.082,C
1546,India,IND,1977,10.495999999999999,B
1547,India,IND,1978,30.273000000000003,A
1548,India,IND,1979,-5.5729999999999995,F
1549,India,IND,1980,3.536,D
1550,India,IND,1981,10.116,B
1551,India,IND,1982,-25.62,H
1552,India,IND,1983,-5.045,F
1553,India,IND,1984,15.664000000000001,B
1554,India,IND,1985,-5.193,F
1555,India,IND,1986,2.099,D
1556,India,IND,1987,-10.017000000000001,G
1557,India,IND,1988,15.700999999999999,B
1558,India,IND,1989,24.319000000000003,B
1559,India,IND,1990,8.408999999999999,C
1560,India,IND,1991,20.894000000000002,B
1561,India,IND,1992,-10.717,G
1562,India,IND,1993,1.8659999999999999,D
1563,India,IND,1994,26.331999999999997,A
1564,India,IND,1995,-11.92,G
1565,India,IND,1996,-19.065,G
1566,India,IND,1997,3.2039999999999997,D
1567,India,IND,1998,37.283,A
1568,India,IND,1999,-3.842,E
1569,India,IND,2000,-14.609000000000002,G
1570,India,IND,2001,-15.097000000000001,G
1571,India,IND,2002,-10.819,G
1572,India,IND,2003,0.8420000000000001,D
1573,India,IND,2004,83.635,A
1574,India,IND,2005,-10.375,G
1575,India,IND,2006,38.974000000000004,A
1576,India,IND,2007,24.67,B
1577,India,IND,2008,-21.673000000000002,G
1578,India,IND,2009,-25.044,H
1579,India,IND,2010,4.562,D
1580,India,IND,2011,57.772,A
1581,India,IND,2012,-43.096000000000004,H
1582,India,IND,2013,39.696,A
1583,India,IND,2014,15.825,B
1584,India,IND,2015,-16.56,G
1585,India,IND,2016,-14.32,G
1586,India,IND,2017,16.772000000000002,B
1587,India,IND,2018,7.414,C
1588,India,IND,2019,53.731,A
1589,Indonesia,IDN,1966,1.5219999999999998,D
1590,Indonesia,IDN,1967,0.81,D
1591,Indonesia,IDN,1968,1.743,D
1592,Indonesia,IDN,1969,0.41700000000000004,D
1593,Indonesia,IDN,1970,2.062,D
1594,Indonesia,IDN,1971,-7.795,F
1595,Indonesia,IDN,1972,-0.405,E
1596,Indonesia,IDN,1973,0.8959999999999999,D
1597,Indonesia,IDN,1974,0.466,D
1598,Indonesia,IDN,1975,0.233,D
1599,Indonesia,IDN,1976,-2.075,E
1600,Indonesia,IDN,1977,1.952,D
1601,Indonesia,IDN,1978,-1.399,E
1602,Indonesia,IDN,1979,0.39299999999999996,D
1603,Indonesia,IDN,1980,-0.368,E
1604,Indonesia,IDN,1981,-0.012,E
1605,Indonesia,IDN,1982,0.319,D
1606,Indonesia,IDN,1983,1.9269999999999998,D
1607,Indonesia,IDN,1984,0.528,D
1608,Indonesia,IDN,1985,1.399,D
1609,Indonesia,IDN,1986,4.689,D
1610,Indonesia,IDN,1987,0.35600000000000004,D
1611,Indonesia,IDN,1988,1.252,D
1612,Indonesia,IDN,1989,3.4619999999999997,D
1613,Indonesia,IDN,1990,0.59,D
1614,Indonesia,IDN,1991,2.546,D
1615,Indonesia,IDN,1992,6.212000000000001,C
1616,Indonesia,IDN,1993,-2.096,E
1617,Indonesia,IDN,1994,-2.523,E
1618,Indonesia,IDN,1995,0.862,D
1619,Indonesia,IDN,1996,1.476,D
1620,Indonesia,IDN,1997,-8.219,F
1621,Indonesia,IDN,1998,12.494000000000002,B
1622,Indonesia,IDN,1999,0.045,D
1623,Indonesia,IDN,2000,-1.011,E
1624,Indonesia,IDN,2001,4.343,D
1625,Indonesia,IDN,2002,-4.928999999999999,E
1626,Indonesia,IDN,2003,-2.447,E
1627,Indonesia,IDN,2004,1.399,D
1628,Indonesia,IDN,2005,2.661,D
1629,Indonesia,IDN,2006,-3.127,E
1630,Indonesia,IDN,2007,4.257,D
1631,Indonesia,IDN,2008,0.45299999999999996,D
1632,Indonesia,IDN,2009,-0.5670000000000001,E
1633,Indonesia,IDN,2010,15.65,B
1634,Indonesia,IDN,2011,-13.332,G
1635,Indonesia,IDN,2012,0.784,D
1636,Indonesia,IDN,2013,10.359000000000002,B
1637,Indonesia,IDN,2014,-4.742,E
1638,Indonesia,IDN,2015,-3.824,E
1639,Indonesia,IDN,2016,12.208,B
1640,Indonesia,IDN,2017,-0.38799999999999996,E
1641,Indonesia,IDN,2018,-4.7589999999999995,E
1642,Indonesia,IDN,2019,0.255,D
1643,Iran,IRN,1966,0.35600000000000004,D
1644,Iran,IRN,1967,0.39299999999999996,D
1645,Iran,IRN,1968,0.41700000000000004,D
1646,Iran,IRN,1969,0.45399999999999996,D
1647,Iran,IRN,1970,0.491,D
1648,Iran,IRN,1971,0.516,D
1649,Iran,IRN,1972,2.32,D
1650,Iran,IRN,1973,-1.485,E
1651,Iran,IRN,1974,0.835,D
1652,Iran,IRN,1975,0.45399999999999996,D
1653,Iran,IRN,1976,1.129,D
1654,Iran,IRN,1977,0.35600000000000004,D
1655,Iran,IRN,1978,6.236000000000001,C
1656,Iran,IRN,1979,-2.296,E
1657,Iran,IRN,1980,0.552,D
1658,Iran,IRN,1981,1.4240000000000002,D
1659,Iran,IRN,1982,0.835,D
1660,Iran,IRN,1983,-0.381,E
1661,Iran,IRN,1984,-1.129,E
1662,Iran,IRN,1985,0.133,D
1663,Iran,IRN,1986,3.197,D
1664,Iran,IRN,1987,2.128,D
1665,Iran,IRN,1988,1.194,D
1666,Iran,IRN,1989,-4.206,E
1667,Iran,IRN,1990,1.8030000000000002,D
1668,Iran,IRN,1991,-4.928,E
1669,Iran,IRN,1992,9.992,C
1670,Iran,IRN,1993,3.6919999999999997,D
1671,Iran,IRN,1994,-10.103,G
1672,Iran,IRN,1995,3.964,D
1673,Iran,IRN,1996,1.364,D
1674,Iran,IRN,1997,-7.981,F
1675,Iran,IRN,1998,4.297,D
1676,Iran,IRN,1999,-6.513999999999999,F
1677,Iran,IRN,2000,-3.783,E
1678,Iran,IRN,2001,0.873,D
1679,Iran,IRN,2002,10.593,B
1680,Iran,IRN,2003,4.1530000000000005,D
1681,Iran,IRN,2004,6.182,C
1682,Iran,IRN,2005,6.561,C
1683,Iran,IRN,2006,10.61,B
1684,Iran,IRN,2007,-1.77,E
1685,Iran,IRN,2008,-28.069000000000003,H
1686,Iran,IRN,2009,-1.9969999999999999,E
1687,Iran,IRN,2010,9.093,C
1688,Iran,IRN,2011,0.9570000000000001,D
1689,Iran,IRN,2012,4.515,D
1690,Iran,IRN,2013,5.239,C
1691,Iran,IRN,2014,-0.53,E
1692,Iran,IRN,2015,-3.387,E
1693,Iran,IRN,2016,5.2589999999999995,C
1694,Iran,IRN,2017,4.297,D
1695,Iran,IRN,2018,-14.767999999999999,G
1696,Iran,IRN,2019,43.407,A
1697,Iraq,IRQ,1966,0.061,D
1698,Iraq,IRQ,1967,0.037000000000000005,D
1699,Iraq,IRQ,1968,0.061,D
1700,Iraq,IRQ,1969,0.037000000000000005,D
1701,Iraq,IRQ,1970,0.086,D
1702,Iraq,IRQ,1971,0.077,D
1703,Iraq,IRQ,1972,0.0,D
1704,Iraq,IRQ,1973,0.25,D
1705,Iraq,IRQ,1974,0.306,D
1706,Iraq,IRQ,1975,0.16899999999999998,D
1707,Iraq,IRQ,1976,-0.006,E
1708,Iraq,IRQ,1977,0.297,D
1709,Iraq,IRQ,1978,0.39399999999999996,D
1710,Iraq,IRQ,1979,0.9,D
1711,Iraq,IRQ,1980,-0.95,E
1712,Iraq,IRQ,1981,-0.222,E
1713,Iraq,IRQ,1982,-0.027999999999999997,E
1714,Iraq,IRQ,1983,0.0,D
1715,Iraq,IRQ,1984,0.027999999999999997,D
1716,Iraq,IRQ,1985,0.0,D
1717,Iraq,IRQ,1986,-0.027999999999999997,E
1718,Iraq,IRQ,1987,5.556,C
1719,Iraq,IRQ,1988,0.0,D
1720,Iraq,IRQ,1989,0.0,D
1721,Iraq,IRQ,1990,5.695,C
1722,Iraq,IRQ,1991,-6.959,F
1723,Iraq,IRQ,1992,8.539,C
1724,Iraq,IRQ,1993,2.6189999999999998,D
1725,Iraq,IRQ,1994,0.239,D
1726,Iraq,IRQ,1995,2.4219999999999997,D
1727,Iraq,IRQ,1996,-1.751,E
1728,Iraq,IRQ,1997,0.33,D
1729,Iraq,IRQ,1998,-1.14,E
1730,Iraq,IRQ,1999,-7.329,F
1731,Iraq,IRQ,2000,-1.0070000000000001,E
1732,Iraq,IRQ,2001,1.334,D
1733,Iraq,IRQ,2002,2.29,D
1734,Iraq,IRQ,2003,0.45299999999999996,D
1735,Iraq,IRQ,2004,2.608,D
1736,Iraq,IRQ,2005,-2.401,E
1737,Iraq,IRQ,2006,0.17600000000000002,D
1738,Iraq,IRQ,2007,-1.2109999999999999,E
1739,Iraq,IRQ,2008,-4.388999999999999,E
1740,Iraq,IRQ,2009,-0.315,E
1741,Iraq,IRQ,2010,2.001,D
1742,Iraq,IRQ,2011,-0.616,E
1743,Iraq,IRQ,2012,2.516,D
1744,Iraq,IRQ,2013,0.474,D
1745,Iraq,IRQ,2014,-4.584,E
1746,Iraq,IRQ,2015,-0.774,E
1747,Iraq,IRQ,2016,2.037,D
1748,Iraq,IRQ,2017,-3.0380000000000003,E
1749,Iraq,IRQ,2018,-0.9229999999999999,E
1750,Iraq,IRQ,2019,1.618,D
1751,Ireland,IRL,1966,-0.258,E
1752,Ireland,IRL,1967,-0.129,E
1753,Ireland,IRL,1968,-0.09699999999999999,E
1754,Ireland,IRL,1969,-0.517,E
1755,Ireland,IRL,1970,0.614,D
1756,Ireland,IRL,1971,-0.937,E
1757,Ireland,IRL,1972,0.614,D
1758,Ireland,IRL,1973,-0.129,E
1759,Ireland,IRL,1974,0.42,D
1760,Ireland,IRL,1975,-0.743,E
1761,Ireland,IRL,1976,0.19399999999999998,D
1762,Ireland,IRL,1977,0.42,D
1763,Ireland,IRL,1978,-0.129,E
1764,Ireland,IRL,1979,0.355,D
1765,Ireland,IRL,1980,0.032,D
1766,Ireland,IRL,1981,0.065,D
1767,Ireland,IRL,1982,-0.162,E
1768,Ireland,IRL,1983,-0.065,E
1769,Ireland,IRL,1984,-0.258,E
1770,Ireland,IRL,1985,0.42,D
1771,Ireland,IRL,1986,0.226,D
1772,Ireland,IRL,1987,-0.6459999999999999,E
1773,Ireland,IRL,1988,0.517,D
1774,Ireland,IRL,1989,-0.485,E
1775,Ireland,IRL,1990,-0.002,E
1776,Ireland,IRL,1991,0.136,D
1777,Ireland,IRL,1992,0.19699999999999998,D
1778,Ireland,IRL,1993,-0.14400000000000002,E
1779,Ireland,IRL,1994,0.431,D
1780,Ireland,IRL,1995,-0.575,E
1781,Ireland,IRL,1996,0.025,D
1782,Ireland,IRL,1997,-0.122,E
1783,Ireland,IRL,1998,0.6609999999999999,D
1784,Ireland,IRL,1999,-0.19399999999999998,E
1785,Ireland,IRL,2000,0.0,D
1786,Ireland,IRL,2001,-0.705,E
1787,Ireland,IRL,2002,0.856,D
1788,Ireland,IRL,2003,-0.871,E
1789,Ireland,IRL,2004,0.076,D
1790,Ireland,IRL,2005,-0.006999999999999999,E
1791,Ireland,IRL,2006,0.23800000000000002,D
1792,Ireland,IRL,2007,-0.165,E
1793,Ireland,IRL,2008,0.7859999999999999,D
1794,Ireland,IRL,2009,-0.19,E
1795,Ireland,IRL,2010,-0.8029999999999999,E
1796,Ireland,IRL,2011,0.26899999999999996,D
1797,Ireland,IRL,2012,0.235,D
1798,Ireland,IRL,2013,-0.532,E
1799,Ireland,IRL,2014,0.26899999999999996,D
1800,Ireland,IRL,2015,0.237,D
1801,Ireland,IRL,2016,-0.32799999999999996,E
1802,Ireland,IRL,2017,0.016,D
1803,Ireland,IRL,2018,-0.004,E
1804,Ireland,IRL,2019,0.47,D
1805,Israel,ISR,1966,0.0,D
1806,Israel,ISR,1967,0.0,D
1807,Israel,ISR,1968,0.0,D
1808,Israel,ISR,1969,0.0,D
1809,Israel,ISR,1970,0.0,D
1810,Israel,ISR,1971,0.0,D
1811,Israel,ISR,1972,0.0,D
1812,Israel,ISR,1973,0.0,D
1813,Israel,ISR,1974,0.0,D
1814,Israel,ISR,1975,0.0,D
1815,Israel,ISR,1976,0.0,D
1816,Israel,ISR,1977,0.0,D
1817,Israel,ISR,1978,0.0,D
1818,Israel,ISR,1979,0.0,D
1819,Israel,ISR,1980,0.0,D
1820,Israel,ISR,1981,0.006,D
1821,Israel,ISR,1982,0.0,D
1822,Israel,ISR,1983,-0.003,E
1823,Israel,ISR,1984,0.003,D
1824,Israel,ISR,1985,0.0,D
1825,Israel,ISR,1986,0.011000000000000001,D
1826,Israel,ISR,1987,0.011000000000000001,D
1827,Israel,ISR,1988,0.0,D
1828,Israel,ISR,1989,-0.019,E
1829,Israel,ISR,1990,0.0,D
1830,Israel,ISR,1991,0.008,D
1831,Israel,ISR,1992,0.064,D
1832,Israel,ISR,1993,-0.008,E
1833,Israel,ISR,1994,-0.008,E
1834,Israel,ISR,1995,0.006,D
1835,Israel,ISR,1996,-0.003,E
1836,Israel,ISR,1997,0.003,D
1837,Israel,ISR,1998,0.0,D
1838,Israel,ISR,1999,0.022000000000000002,D
1839,Israel,ISR,2000,-0.006,E
1840,Israel,ISR,2001,-0.059000000000000004,E
1841,Israel,ISR,2002,0.03,D
1842,Israel,ISR,2003,0.027000000000000003,D
1843,Israel,ISR,2004,-0.009000000000000001,E
1844,Israel,ISR,2005,0.0,D
1845,Israel,ISR,2006,-0.035,E
1846,Israel,ISR,2007,-0.003,E
1847,Israel,ISR,2008,0.005,D
1848,Israel,ISR,2009,0.021,D
1849,Israel,ISR,2010,0.018000000000000002,D
1850,Israel,ISR,2011,-0.006,E
1851,Israel,ISR,2012,0.01,D
1852,Israel,ISR,2013,-0.013999999999999999,E
1853,Israel,ISR,2014,-0.039,E
1854,Israel,ISR,2015,0.03,D
1855,Israel,ISR,2016,-0.018000000000000002,E
1856,Israel,ISR,2017,0.001,D
1857,Israel,ISR,2018,0.013000000000000001,D
1858,Israel,ISR,2019,0.0,D
1859,Italy,ITA,1966,3.017,D
1860,Italy,ITA,1967,-3.833,E
1861,Italy,ITA,1968,0.9359999999999999,D
1862,Italy,ITA,1969,-4.197,E
1863,Italy,ITA,1970,-2.2030000000000003,E
1864,Italy,ITA,1971,-3.594,E
1865,Italy,ITA,1972,6.303,C
1866,Italy,ITA,1973,-10.625,G
1867,Italy,ITA,1974,0.7559999999999999,D
1868,Italy,ITA,1975,8.961,C
1869,Italy,ITA,1976,-5.125,F
1870,Italy,ITA,1977,33.231,A
1871,Italy,ITA,1978,-15.689,G
1872,Italy,ITA,1979,1.2670000000000001,D
1873,Italy,ITA,1980,-1.953,E
1874,Italy,ITA,1981,-6.138999999999999,F
1875,Italy,ITA,1982,-4.369,E
1876,Italy,ITA,1983,-0.044000000000000004,E
1877,Italy,ITA,1984,2.656,D
1878,Italy,ITA,1985,-3.636,E
1879,Italy,ITA,1986,0.011000000000000001,D
1880,Italy,ITA,1987,-4.419,E
1881,Italy,ITA,1988,3.253,D
1882,Italy,ITA,1989,-18.386,G
1883,Italy,ITA,1990,-6.752999999999999,F
1884,Italy,ITA,1991,29.480999999999998,A
1885,Italy,ITA,1992,-0.10800000000000001,E
1886,Italy,ITA,1993,-2.153,E
1887,Italy,ITA,1994,8.981,C
1888,Italy,ITA,1995,-19.1,G
1889,Italy,ITA,1996,11.819,B
1890,Italy,ITA,1997,-1.206,E
1891,Italy,ITA,1998,-1.064,E
1892,Italy,ITA,1999,11.514000000000001,B
1893,Italy,ITA,2000,-3.236,E
1894,Italy,ITA,2001,6.4079999999999995,C
1895,Italy,ITA,2002,-20.828000000000003,G
1896,Italy,ITA,2003,-8.456,F
1897,Italy,ITA,2004,14.707,B
1898,Italy,ITA,2005,-17.594,G
1899,Italy,ITA,2006,1.868,D
1900,Italy,ITA,2007,-11.718,G
1901,Italy,ITA,2008,22.71,B
1902,Italy,ITA,2009,19.037,B
1903,Italy,ITA,2010,4.369,D
1904,Italy,ITA,2011,-14.532,G
1905,Italy,ITA,2012,-10.889000000000001,G
1906,Italy,ITA,2013,27.254,A
1907,Italy,ITA,2014,13.878,B
1908,Italy,ITA,2015,-37.416,H
1909,Italy,ITA,2016,-9.458,F
1910,Italy,ITA,2017,-16.186,G
1911,Italy,ITA,2018,31.055,A
1912,Italy,ITA,2019,-5.211,F
1913,Japan,JPN,1966,9.111,C
1914,Japan,JPN,1967,-30.0,H
1915,Japan,JPN,1968,13.610999999999999,B
1916,Japan,JPN,1969,5.278,C
1917,Japan,JPN,1970,0.139,D
1918,Japan,JPN,1971,24.444000000000003,B
1919,Japan,JPN,1972,2.5,D
1920,Japan,JPN,1973,-50.894,H
1921,Japan,JPN,1974,44.172,A
1922,Japan,JPN,1975,2.017,D
1923,Japan,JPN,1976,0.511,D
1924,Japan,JPN,1977,-29.506,H
1925,Japan,JPN,1978,-8.113999999999999,F
1926,Japan,JPN,1979,29.711,A
1927,Japan,JPN,1980,20.969,B
1928,Japan,JPN,1981,-1.939,E
1929,Japan,JPN,1982,-16.633,G
1930,Japan,JPN,1983,7.4079999999999995,C
1931,Japan,JPN,1984,-35.156,H
1932,Japan,JPN,1985,31.269000000000002,A
1933,Japan,JPN,1986,-5.7170000000000005,F
1934,Japan,JPN,1987,-16.747,G
1935,Japan,JPN,1988,43.067,A
1936,Japan,JPN,1989,4.0280000000000005,D
1937,Japan,JPN,1990,-13.460999999999999,G
